company_name,title,pay_text,hourly_wage_min,hourly_wage_max,employment_type,store_type
株式会社エージェント 名古屋オフィス,未経験OK!モバイルショップ接客・販売スタッフ,"時給1,675円～ / 交通費支給",1675,1675.0,アルバイト・パート,チェーン店
yobo clinic,リモート診療の医師アルバイト,"時給5,000円～6,000円",5000,6000.0,アルバイト・パート,不明
株式会社京王設備サービス,多摩モノレール 駅係員,"時給1,300円～1,625円 / 交通費支給",1300,1625.0,アルバイト・パート,チェーン店
公共ビル管理株式会社,クリニックの清掃スタッフ／未経験・60歳以上の方歓迎,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
ヤマト運輸株式会社 羽田コントラクトロジセンター,物流センターの作業スタッフ,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社柴橋商会,主婦活躍／未経験歓迎／虎の門病院での入院セット管理,"時給1,470円～ / 交通費支給",1470,1470.0,アルバイト・パート,チェーン店
アイシティ ルミネ町田店／HOYA株式会社 アイ...,コンタクトのアイシティの受付／販売 アイシティ ルミネ町田店,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
株式会社キャメル珈琲,事務スタッフ,"時給1,290円 / 交通費支給",1290,1290.0,アルバイト・パート,チェーン店
株式会社ライツコンサイドレート,倉庫内の軽作業スタッフ／未経験OK!Wワークの方も大歓迎!週3、4日～OK!高収入可,"時給1,350円～1,700円 / 交通費支給",1350,1700.0,アルバイト・パート,チェーン店
株式会社やまもと,菓子製造補助スタッフ,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社ローム・マーケティング,マーケティングアシスタント・週3日,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
株式会社日本サービスセンター,セレモニーホールの洗い場スタッフ／主婦さん活躍中!普段の家事が活かせる 16時でお仕事終了,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
株式会社フォーラムアソシエイツ,役員専属運転手／ドライバー募集,"時給2,500円 / 交通費支給",2500,2500.0,アルバイト・パート,チェーン店
ブラッセルズ大手町,キッチンスタッフ／東京・大手町駅すぐ,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,個人店（推定）
三菱地所パークス株式会社,50代・60代活躍中／たまプラーザテラスでの駐車場スタッフ,"時給1,300円～1,625円",1300,1625.0,アルバイト・パート,チェーン店
LOTTI,ボーイズバー・カウンタースタッフ,"時給1,600円～2,500円",1600,2500.0,アルバイト・パート,個人店（推定）
島谷公認会計士・税理士事務所,会計事務所の補助業務,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,不明
六本木ヒルズスパ,六本木の会員制ジムトレーナー,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
株式会社Lead.F,未経験からできるスマホイベントPRスタッフ,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
株式会社信徳ミライオ,施設・建物の管理・清掃業務,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
にしだ場 下赤塚南口店,やきとり大衆居酒屋!ホールスタッフ 賄い1食100円,"時給1,230円～1,538円 / 交通費支給",1230,1538.0,アルバイト・パート,不明
UNCHI株式会社／人類みな麺類系列,オープニング新業態カフェ 店舗スタッフ,"時給1,500円 / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
株式会社TTTM ヴィアイン東銀座,朝食ビュッフェの調理スタッフリーダー候補,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
株式会社ミクスカルチャー,ライブハウスの受付・接客スタッフ,"時給1,270円～1,500円",1270,1500.0,アルバイト・パート,チェーン店
株式会社ワイ・エス・ケー,手包みワンタン麵専門店の ホール・キッチンスタッフ／週1日～、1日3時間～OK,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
藤海ビルサービス株式会社,2棟2階建て舞台稽古用スタジオ内での日常清掃スタッフ／1日3h勤務／週3～4日／年齢不問／未経験歓迎,"時給1,450円 / 交通費支給",1450,1450.0,アルバイト・パート,チェーン店
日本総合住生活株式会社,清掃スタッフ,"時給1,240円～ / 交通費支給",1240,1240.0,アルバイト・パート,チェーン店
三菱地所パークス株式会社,50代・60代活躍中／たまプラーザテラスでの駐車場スタッフ,"時給1,300円～1,625円",1300,1625.0,アルバイト・パート,チェーン店
株式会社福和,通信機器の搬入・設置などの軽作業スタッフ／効率よく超稼げる!未経験OK／週払い可／週1～シフト自由,"時給1,250円～1,875円",1250,1875.0,アルバイト・パート,チェーン店
株式会社リースキン西東京,徒歩5分 クリーンスタッフ募集 女性スタッフ活躍中,"時給1,226円～1,250円 / 交通費支給",1226,1250.0,アルバイト・パート,チェーン店
合同会社ジェニトリコ,"有名人も通う名店／新福菜館の調理・ホールスタッフ!1,300～1,500円+利益還元金あり!","時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,チェーン店
フロプレステージュ 大井町アトレ店,タルトやケーキの製造スタッフ,"時給1,226円～ / 交通費支給",1226,1226.0,アルバイト・パート,不明
LOTTI,ボーイズバー・カウンタースタッフ,"時給1,600円～2,500円",1600,2500.0,アルバイト・パート,個人店（推定）
島谷公認会計士・税理士事務所,会計事務所の補助業務,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,不明
ユアサモビリティサービス株式会社,ドライバー／洗車／サービス系 体感10分で日収1万円 ドライブ気分でレンタカーのお届け 回収,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
アイエムエムフードサービス株式会社,2026年にオープンするレストラキッチンスタッフ／NEWスタッフ大募集!,"時給1,300円～1,800円 / 交通費支給",1300,1800.0,アルバイト・パート,チェーン店
株式会社Lead.F,未経験からできるスマホイベントPRスタッフ,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
株式会社信徳ミライオ,施設・建物の管理・清掃業務,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
UNCHI株式会社／人類みな麺類系列,オープニング新業態カフェ 店舗スタッフ,"時給1,500円 / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
株式会社TTTM ヴィアイン東銀座,朝食ビュッフェの調理スタッフリーダー候補,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
浩也 東京前,寿司屋のキッチンスタッフ,"時給1,400円～1,750円 / 交通費支給",1400,1750.0,アルバイト・パート,個人店（推定）
株式会社KTソリューション,テレアポ・コールセンタースタッフ,"時給2,000円～ / 交通費支給",2000,2000.0,アルバイト・パート,チェーン店
株式会社ウィル,占いの館の受付スタッフ,"時給1,250円～1,500円 / 交通費支給",1250,1500.0,アルバイト・パート,チェーン店
和モダンDinning ヒノマル食堂 有楽町店,未経験可の和モダン酒場／ホールスタッフ,"時給1,350円～1,625円 / 交通費支給",1350,1625.0,アルバイト・パート,不明
株式会社やます 歌舞伎茶屋 房の駅,歌舞伎茶屋にあるお土産屋さんの販売スタッフ,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
日本一 アトレ大森とうきゅう店,お惣菜の販売スタッフ,"時給1,300円～1,350円 / 交通費支給",1300,1350.0,アルバイト・パート,不明
医療法人社団泰紀会 土居整形外科,リハビリ助手,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,不明
ザ・ルーフトップ・ブッチャー 吉祥寺 シカゴピザ...,カフェレストランのキッチンスタッフ／吉祥寺駅すぐ,"時給1,280円～ / 交通費支給",1280,1280.0,アルバイト・パート,不明
ユアサモビリティサービス株式会社,ドライバー／洗車／サービス系 体感10分で日収1万円 ドライブ気分でレンタカーのお届け 回収,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
ネットルームマンボー 浅草ロック座店,浅草のネットカフェアルバイト! 夕勤&夜勤大募集! 髪色・ピアス・ネイル自由!,"時給1,230円～1,812円 / 交通費支給",1230,1812.0,アルバイト・パート,不明
ネットルームマンボー新宿総本店,新宿三丁目のネットカフェアルバイト!髪色・ピアス・ネイル自由!シフトは毎週提出で予定も合わせやすい,"時給1,230円～1,750円 / 交通費支給",1230,1750.0,アルバイト・パート,不明
株式会社Al-pha,K-POPコラボカフェの物販及びカフェスタッフ,"時給1,600円～ / 交通費支給",1600,1600.0,アルバイト・パート,チェーン店
マンボープラス 池袋北口店,池袋のネットカフェアルバイト!髪色・ピアス・ネイル自由!シフトは毎週提出で予定も合わせやすい,"時給1,230円～1,750円 / 交通費支給",1230,1750.0,アルバイト・パート,不明
マンボープラス渋谷センター街店,渋谷のネットカフェアルバイト!髪色・ピアス・ネイル自由!シフトは毎週提出で予定も合わせやすい,"時給1,230円～1,750円 / 交通費支給",1230,1750.0,アルバイト・パート,不明
社会福祉法人雲柱社,小学校内・放課後児童クラブスタッフ／子どもと向き合う仕事／未経験歓迎／週1日～OK／家庭と両立,"時給1,230円～1,280円 / 交通費支給",1230,1280.0,アルバイト・パート,個人店（推定）
医療法人社団泰紀会 土居整形外科,リハビリ助手,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,不明
株式会社ジェイピーエル,パチンコ店のカウンタースタッフ／新年から新バイト 最大時給1813円!週2～WワークOK,"時給1,350円～1,813円 / 交通費支給",1350,1813.0,アルバイト・パート,チェーン店
Girl's BAR ゆめゆめどーる,露出の少ない制服で働けるカウンター内接客スタッフ,"時給3,000円～ / 交通費支給",3000,3000.0,アルバイト・パート,不明
「Barゆにこーん」,新規オープンのBARスタッフ,"時給1,400円～2,000円",1400,2000.0,アルバイト・パート,個人店（推定）
株式会社日成ストマック・トーキョー,仕分け作業員,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
ホテルサンルートプラザ新宿,ビジネスホテルのフロントスタッフ,"時給1,750円～",1750,,アルバイト・パート,不明
アークヒルズスパ,会員制スポーツクラブのサポートスタッフ,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
東京セキュリティーサービス株式会社,清掃スタッフ,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
株式会社メンテックカンザイ東京支店,吉祥寺駅近く／音楽教室の清掃／早朝2時間,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
株式会社Wayout,パソコンを使った事務スタッフ／戦略コンサル特化型エージェント,"時給1,600円～ / 交通費支給",1600,1600.0,アルバイト・パート,チェーン店
H&F BELX 北千住マルイ店,ルイボスティー・ノンカフェイン専門店での販売スタッフ／週3日~・シフトは柔軟に対応,"時給1,226円～ / 交通費支給",1226,1226.0,アルバイト・パート,不明
五代目和牛東京,オープニングスタッフ大募集!高時給飲食アルバイト,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,個人店（推定）
リザプロ株式会社,「大学が面白くない」あなたへ／推薦専門塾の運営スタッフとして日本一の塾を一緒に作りませんか,"時給2,000円～ / 交通費支給",2000,2000.0,アルバイト・パート,チェーン店
スペイン食堂 ラ・オリーバ 六本木,キッチンスタッフ／駅すぐ,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,不明
株式会社FMサポート21,企業内メール室スタッフ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社ダイムラー,週2日～OK!寿司屋のホールスタッフ／まかないあり／学生&子育て世代活躍中,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社サンウェルズ,2026年2月オープン予定／介護事務・医療事務／PDハウス中野白鷺／上場企業／年間休日120日以上,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
銀のさら・釜寅・すし上等 府中店,お寿司などの配達／容器の回収,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,不明
株式会社串の蔵,時給1300円・駅チカ／まかないが「超充実」／キッチンスタッフ／柔軟なシフト調整可能,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
甘味おかめ 麹町店,厨房,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
個展BAR Art,リニューアルオープンするお洒落な個展BARのホールスタッフ,"時給2,200円～",2200,,アルバイト・パート,個人店（推定）
麺屋ひょっとこ交通会館店,ラーメン店の店舗スタッフ,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,不明
Bar Lilian -リリアン,男女バースタッフ,"時給2,000円～",2000,,アルバイト・パート,不明
株式会社Dコネクト,髪色・ネイル・服装自由なコールセンタースタッフ／未経験OK／即日勤務可能／シフト自由,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
立川髙島屋S.C.大腸胃食道の内視鏡・消化器内科...,看護師パート!立川髙島屋S.C.内視鏡クリニック,"時給2,000円～ / 交通費支給",2000,2000.0,アルバイト・パート,不明
回転寿司 根室花まる 銀座店,回転寿司店のホールスタッフ／銀座店,"時給1,450円～1,863円 / 交通費支給",1450,1863.0,アルバイト・パート,不明
ピチピチミートファーム 株式会社九州産直市場,"""体験型""お肉の直売所のレジスタッフ","時給1,400円～",1400,,アルバイト・パート,チェーン店
アリゾナジム24／株式会社ソフィアエムジー,24時間フィットネスジムのスタッフ,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
株式会社かがやき商事,コールセンタースタッフ,"時給2,000円～ / 交通費支給",2000,2000.0,アルバイト・パート,チェーン店
プレミアムウォーター株式会社,カスタマーサポート,"時給1,500円～2,200円 / 交通費支給",1500,2200.0,アルバイト・パート,チェーン店
有限会社三喜,セブンイレブンの店舗スタッフ,"時給1,330円～ / 交通費支給",1330,1330.0,アルバイト・パート,チェーン店
株式会社こんごう庵,御徒町駅近くのそば居酒屋のアルバイト募集!ホール、キッチンどちらも可,"時給1,300円～1,400円",1300,1400.0,アルバイト・パート,チェーン店
リトルマーメイド多摩川店,パン屋での製造・販売,"時給1,226円～ / 交通費支給",1226,1226.0,アルバイト・パート,不明
株式会社Calls,役者・ダンサー・芸人志望!? 笑いと個性が止まらないコールセンタースタッフ,"時給1,800円～2,500円",1800,2500.0,アルバイト・パート,チェーン店
BAR MERO,バーカウンターキャスト,"時給2,850円～4,150円",2850,4150.0,アルバイト・パート,個人店（推定）
大平薬局,残業なし&駅チカ!シフトも柔軟に対応OK!調剤薬局の薬剤師,"時給2,000円 / 交通費支給",2000,2000.0,アルバイト・パート,個人店（推定）
アセンディア税理士法人,税理士法人の事務スタッフ／週3日～OK／未経験・リモート可,"時給1,650円～ / 交通費支給",1650,1650.0,アルバイト・パート,不明
キャメル珈琲,運搬,"時給1,290円～",1290,,アルバイト・パート,個人店（推定）
エス・シー・テクノロジー株式会社,飲食店向けのコールスタッフ／平日週3日・4~5h／日払い前払い可／髪色服装自由／秋葉原駅徒歩7分,"時給1,600円～2,000円",1600,2000.0,アルバイト・パート,チェーン店
アイシティ ニュウマン高輪店／HOYA株式会社 ...,コンタクトのアイシティのフルタイム販売スタッフ アイシティNEWoMan高輪店,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
藤海ビルサービス株式会社,2棟2階建て舞台稽古用スタジオ内での日常清掃スタッフ／1日3h勤務／週3～4日／年齢不問／未経験歓迎,"時給1,450円 / 交通費支給",1450,1450.0,アルバイト・パート,チェーン店
株式会社Dコネクト,髪色・ネイル・服装自由なコールセンタースタッフ／未経験OK／即日勤務可能／シフト自由,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
シダックス大新東ヒューマンサービス株式会社,放課後子ども教室の保育補助／11:30～18:00／無資格・未経験OK／週2・6.5h～・土日祝休,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社こんごう庵,御徒町駅近くのそば居酒屋のアルバイト募集!ホール、キッチンどちらも可,"時給1,300円～1,400円",1300,1400.0,アルバイト・パート,チェーン店
株式会社やまもと,菓子製造補助スタッフ,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社Calls,役者・ダンサー・芸人志望!? 笑いと個性が止まらないコールセンタースタッフ,"時給1,800円～2,500円",1800,2500.0,アルバイト・パート,チェーン店
BAR MERO,バーカウンターキャスト,"時給2,850円～4,150円",2850,4150.0,アルバイト・パート,個人店（推定）
ネットルームマンボー新宿総本店,新宿三丁目のネットカフェアルバイト!髪色・ピアス・ネイル自由!シフトは毎週提出で予定も合わせやすい,"時給1,230円～1,750円 / 交通費支給",1230,1750.0,アルバイト・パート,不明
株式会社ジャパン・リリーフ,人工透析患者の患者送迎／普通1種免許／未経験OK,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社ファイブテイスト,イベントチケットの仲介事務パート／週休3日制導入,"時給1,500円～2,000円 / 交通費支給",1500,2000.0,アルバイト・パート,チェーン店
株式会社R Hotels & Resorts M...,8つの推し色に泊まれるホテル! 押上駅徒歩3分 フロントスタッフ,"時給1,250円～1,500円 / 交通費支給",1250,1500.0,アルバイト・パート,チェーン店
一般社団法人ライフスタイルスポーツ協会,バレーボールの個人指導コーチ,"時給1,250円～1,400円 / 交通費支給",1250,1400.0,アルバイト・パート,不明
BAR PEACH JANE,カウンターBARの接客スタッフ,"時給3,000円～ / 交通費支給",3000,3000.0,アルバイト・パート,不明
株式会社B-SIDE LABEL,ステッカー・小物・雑貨制作会社での本部スタッフ,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
ヘアセットAries 東京店,昨年オープン!大手サロンのヘアメイクスタッフ,"時給1,226円～2,000円",1226,2000.0,アルバイト・パート,不明
株式会社オートバックス東日本販売 東京カンパニー,ピットスタッフ オートバックス国立店,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
しゃぶしゃぶ龍樹,飲食店 調理補助スタッフ,"時給1,350円～ / 交通費支給",1350,1350.0,アルバイト・パート,個人店（推定）
国分寺セントラルゴルフ,ゴルフ練習場の受付・フロントスタッフ,"時給1,226円～1,533円 / 交通費支給",1226,1533.0,アルバイト・パート,不明
株式会社クレアスコミュニティー,マンション日常清掃,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
ドリームマーケット 武蔵小山店,コスメ雑貨などの販売・接客スタッフ,"時給1,300円～1,500円",1300,1500.0,アルバイト・パート,不明
シダックス大新東ヒューマンサービス株式会社,「オープニング」保育補助スタッフ／13:00～17:30／無資格・未経験OK／週2・1日3.5h～,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社MS&Consulting,覆面調査レポート確認・修正／時給1300円〜／上場企業／ネイルOK／駅徒歩1分,"時給1,300円～",1300,,アルバイト・パート,チェーン店
BAR JACK ROSE,カウンターレディ,"時給2,800円～4,000円",2800,4000.0,アルバイト・パート,不明
リソル株式会社,オシャレなホテルのフロントスタッフ／未経験OK!週2日～OK!駅チカホテル!マナーも学べます,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
株式会社FG,週1日～働ける冷蔵・冷凍倉庫内の仕分け・ピッキング／週1～／午後／学生歓迎／主婦・主夫歓迎,"時給1,270円～1,463円",1270,1463.0,アルバイト・パート,チェーン店
いきいきらいふケアサービス,直行直帰OKの訪問介護の登録ヘルパー／高時給／40代50代の女性歓迎／自転車15分圏内のみ,"時給1,681円～2,057円 / 交通費支給",1681,2057.0,アルバイト・パート,不明
株式会社東急グルメフロント,テレビ局内の食堂内の洗い場スタッフ,"時給1,226円～ / 交通費支給",1226,1226.0,アルバイト・パート,チェーン店
Mrs.J 上野,キャバクラのフロアレディ 上野,"時給3,500円～1万円",3500,3500.0,アルバイト・パート,個人店（推定）
株式会社ATOMica,シェアオフィスの受付・運営スタッフ,"時給1,600円～ / 交通費支給",1600,1600.0,アルバイト・パート,チェーン店
bar Wednesday tokyo,バースタッフ,"時給1,500円 / 交通費支給",1500,1500.0,アルバイト・パート,不明
日本交通株式会社,「ライドシェアドライバー」・高時給×副業OK／週1〜,"時給2,000円～",2000,,アルバイト・パート,チェーン店
浅田屋伊兵衛商店株式会社,料亭の接客スタッフ／着物着用,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
アイシティ ニュウマン高輪店／HOYA株式会社 ...,コンタクトのアイシティのフルタイム販売スタッフ アイシティNEWoMan高輪店,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
girl's bar flower,ゆるBARで短期バイト感覚でカウンター接客,"時給2,500円～ / 交通費支給",2500,2500.0,アルバイト・パート,不明
コリアン酒場 赤から 池袋東口駅前店,トレンド韓国焼肉酒場の調理補助スタッフ,"時給1,300円～1,625円 / 交通費支給",1300,1625.0,アルバイト・パート,不明
EDITION／株式会社ビジョンバンク,高級キャバクラでのお客様案内スタッフ,"時給1,800円～3,000円",1800,3000.0,アルバイト・パート,チェーン店
有限会社スパイス・ゴーゴー,スープカレー店のキッチンスタッフ,"時給1,300円～1,400円 / 交通費支給",1300,1400.0,アルバイト・パート,チェーン店
SoloMON／株式会社ビジョンバンク,高級キャバクラでのホールスタッフ,"時給1,800円～3,540円",1800,3540.0,アルバイト・パート,チェーン店
バイク王国,ポスティング チラシ配布,"時給1,300円～2,500円",1300,2500.0,アルバイト・パート,個人店（推定）
BAR AFTER,コンセプトは 昼からやってるガールズバー 安心して働けます キャストさん募集,"時給1,800円～",1800,,アルバイト・パート,個人店（推定）
株式会社ノッコ,印刷作業 梱包作業,"時給1,300円～1,700円",1300,1700.0,アルバイト・パート,チェーン店
rip,ミックスバー・カウンタースタッフ,"時給2,000円～",2000,,アルバイト・パート,個人店（推定）
一般社団法人ライフスタイルスポーツ協会,バレーボールの個人指導コーチ,"時給1,250円～1,400円 / 交通費支給",1250,1400.0,アルバイト・パート,不明
日本交通株式会社,「ライドシェアドライバー」・高時給×副業OK／週1〜,"時給2,000円～",2000,,アルバイト・パート,チェーン店
あじさい合同会社,セブン‐イレブン スタッフ／初バイト 家事や授業のスキマにサクッと稼ぐ 日勤・夜勤募集,"時給1,300円～1,625円 / 交通費支給",1300,1625.0,アルバイト・パート,チェーン店
エス・シー・テクノロジー株式会社,飲食店向けのコールスタッフ／平日週3日・4~5h／日払い前払い可／髪色服装自由／秋葉原駅徒歩7分,"時給1,600円～2,000円",1600,2000.0,アルバイト・パート,チェーン店
株式会社フタバ商事,和食店で調理補助／調理経験がある方／40・50・60代活躍中／賄い・社割あり,"時給1,400円～1,500円",1400,1500.0,アルバイト・パート,チェーン店
株式会社uubo,法人リサーチ・データ整理,"時給1,500円～1,600円 / 交通費支給",1500,1600.0,アルバイト・パート,チェーン店
株式会社サンセイ,国立市富士見台の学校清掃／土日祝休み&早朝3hのみ!60代活躍中,"時給1,250円～",1250,,アルバイト・パート,チェーン店
クリーニング アニカ ヤオコー八王子並木町店,クリーニング店舗受付スタッフ／クリーニング アニカ 店舗キャスト,"時給1,270円～1,320円 / 交通費支給",1270,1320.0,アルバイト・パート,不明
株式会社福和,通信機器の搬入・設置などの軽作業スタッフ／効率よく超稼げる!未経験OK／週払い可／週1～シフト自由,"時給1,250円～1,875円",1250,1875.0,アルバイト・パート,チェーン店
鰻の成瀬 六本木店 - Unagi Naruse...,うな重専門店のスタッフ,"時給1,350円～ / 交通費支給",1350,1350.0,アルバイト・パート,不明
環境クリエイト株式会社,スーパーマーケット内の日常清掃員,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
デリリウムカフェ 銀座,カフェレストランのホール スタッフ／東銀座駅すぐ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,不明
株式会社ポリグロットリンク,英語&中国語 夜勤通訳オペレーター,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
学校法人幌北学園 下北沢そらいろ保育園,保育園での調理員業務／資格なしOK／ワークライフバランス充実,"時給1,300円～",1300,,アルバイト・パート,不明
株式会社フォーワード 立野かがやき保育園,保育園での調理士業務全般／調理士／プライベート充実,"時給1,300円～",1300,,アルバイト・パート,チェーン店
ドトールコーヒーショップ 世田谷ビジネススクエア店,カフェStaff,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,不明
すしや コトブキ 蒲田店,寿司居酒屋 ホールスタッフ,"時給1,300円～1,625円 / 交通費支給",1300,1625.0,アルバイト・パート,不明
シルクロード立川店,バースタッフ 「ナイト系の大手グループ／CLUBの黒服さん」20~50代まで活躍中,"時給1,600円～1,800円 / 交通費支給",1600,1800.0,アルバイト・パート,個人店（推定）
株式会社フラッシュエージェント スマホ修理王 新...,スマホ修理／受付／接客STAFF,"時給1,250円～1,500円 / 交通費支給",1250,1500.0,アルバイト・パート,チェーン店
株式会社ファーストトロフィー,トロフィーのネットショップ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社ELY,障がいをお持ちの方の一人暮らしを応援するお仕事,"時給1,450円～1,900円 / 交通費支給",1450,1900.0,アルバイト・パート,チェーン店
すみやき家「串陣」秋川店,駅から近くて通いやすい、居酒屋でのホールスタッフ,"時給1,226円～1,533円 / 交通費支給",1226,1533.0,アルバイト・パート,不明
魚屋 中野店,和食居酒屋のホールスタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,個人店（推定）
DESIGNER'S BAR MIKE,デザイナーズBARのカウンターレディ,"時給2,850円～4,150円",2850,4150.0,アルバイト・パート,不明
牛たんの檸檬 浅草店,髪色自由の牛たん定食屋／調理サポートスタッフ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
デリリウムカフェ 上野,カフェレストランのホール スタッフ／アトレ上野,"時給1,300円～1,350円 / 交通費支給",1300,1350.0,アルバイト・パート,不明
マンボープラス 池袋北口店,池袋のネットカフェアルバイト!髪色・ピアス・ネイル自由!シフトは毎週提出で予定も合わせやすい,"時給1,230円～1,750円 / 交通費支給",1230,1750.0,アルバイト・パート,不明
株式会社日本サービスセンター,セレモニーホールの洗い場スタッフ／主婦さん活躍中!普段の家事が活かせる 16時でお仕事終了,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
LUAANA株式会社,新オープン マシンピラティスインストラクター,"時給1,250円～2,500円 / 交通費支給",1250,2500.0,アルバイト・パート,チェーン店
藤ビルメンテナンス株式会社,仕分け作業STAFF／はじめての方Welcome!サポート,"時給1,450円～ / 交通費支給",1450,1450.0,アルバイト・パート,チェーン店
株式会社Made in 大地,パートとんかつ屋の店舗スタッフ／常連さんに愛されるお店!未経験歓迎 まかないが大人気!001,"時給1,250円～1,350円 / 交通費支給",1250,1350.0,アルバイト・パート,チェーン店
アイエムエムフードサービス株式会社,2026年にオープンするレストラキッチンスタッフ／NEWスタッフ大募集!,"時給1,300円～1,800円 / 交通費支給",1300,1800.0,アルバイト・パート,チェーン店
シルクロード立川店,バースタッフ 「ナイト系の大手グループ／CLUBの黒服さん」20~50代まで活躍中,"時給1,600円～1,800円 / 交通費支給",1600,1800.0,アルバイト・パート,個人店（推定）
株式会社ドン,アクセサリー販売会社での商品管理スタッフ／資格不問 未経験歓迎!オシャレ自由!社販有,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
株式会社フラッシュエージェント スマホ修理王 新...,スマホ修理／受付／接客STAFF,"時給1,250円～1,500円 / 交通費支給",1250,1500.0,アルバイト・パート,チェーン店
焼肉ダイニング 牛たん よし田 蒲田店,ペットと楽しむ焼肉店／フロアスタッフ,"時給1,300円～1,625円 / 交通費支給",1300,1625.0,アルバイト・パート,不明
学校法人幌北学園 下北沢そらいろ保育園,保育園での調理員業務／資格なしOK／ワークライフバランス充実,"時給1,300円～",1300,,アルバイト・パート,不明
